,Author,Time,URL,Favorites,Retweets,Verified,Text
231,skates89us,Tue Jan 07 23:43:23 +0000 2020,1214694048323317761,1,0,False,"@_StuntMan12_ @timandsid meh cant see it happening no way, not yet, not like this with no cup lmfao"
232,_StuntMan12_,Tue Jan 07 23:44:48 +0000 2020,1214694404318879744,0,0,False,@skates89us @timandsid bro when you scout as many players i have you tend to know wtf will happen. lundy will watch em win the cup from the stands sadly
233,skates89us,Tue Jan 07 23:22:19 +0000 2020,1214688744638427138,1,0,False,@_StuntMan12_ @timandsid Ive never seen this clown play yet Im sure he is good
234,_StuntMan12_,Tue Jan 07 23:23:13 +0000 2020,1214688971118149634,0,0,False,@skates89us @timandsid https://t.co/A6fAC4sYSJ
235,AlStilly19,Tue Jan 07 21:03:32 +0000 2020,1214653819755335681,0,0,False,@timandsid He sold that lock stock and barrel! What a move nice......
236,jeremy_weller,Tue Jan 07 21:02:00 +0000 2020,1214653433300434944,0,0,False,@timandsid It’s not even top 10
237,JeremyPyatt,Tue Jan 07 21:00:24 +0000 2020,1214653031586947073,0,0,False,"@timandsid I remember Rick Nash completely undressing two defenders and the goalie once. Can’t remember who they were playing. Maybe Arizona?
Anywho, that was a beauty."
238,ButlerK2083,Tue Jan 07 20:58:20 +0000 2020,1214652512000720896,0,0,False,"@timandsid Jan 16 2006
20 year old Ovechkin https://t.co/BAwRGSMKAA"
239,VANcanucks92,Tue Jan 07 20:58:02 +0000 2020,1214652437404930048,0,0,False,@timandsid Bure making LIDSTROM look like a fool https://t.co/h08bXxATKM
240,fried_blowney,Tue Jan 07 20:57:02 +0000 2020,1214652184547254273,1,0,False,@timandsid Bobby Orr coast to coast
241,nicholson0823,Tue Jan 07 20:56:43 +0000 2020,1214652105098584064,0,0,False,@timandsid Still like Ovi’s on his back reverse goal as best
242,SnoopMinnis,Tue Jan 07 20:56:04 +0000 2020,1214651941814325248,0,0,False,"@timandsid Jagr against the Blackhawks in 92 Stanley Cup finals displays power,balance,stick handling, vision, and a nice backhand."
243,moose_0721,Tue Jan 07 20:55:36 +0000 2020,1214651824050864128,0,0,False,@timandsid Without a doubt. There's 5 or so moves inside this single piece of magic.
244,GLrebirth,Tue Jan 07 20:54:36 +0000 2020,1214651571591618561,0,0,False,@timandsid Watch Mario Lemieux highlights
245,MegOnZ92,Tue Jan 07 20:53:32 +0000 2020,1214651303659524098,0,0,False,"@timandsid @jeffdegan It's a beaut, Clark"
246,JasonRo88409625,Tue Jan 07 20:52:29 +0000 2020,1214651039321935872,0,0,False,@timandsid the Matthews goal same time last week
247,stevecorgy,Tue Jan 07 20:51:14 +0000 2020,1214650722635014146,0,0,False,@timandsid Yes. The difference on this goal is that Connor does things that no one else can do.
248,yourbigfan3006,Tue Jan 07 20:50:32 +0000 2020,1214650549921910784,0,0,False,@timandsid No
249,Joelski91,Tue Jan 07 20:47:52 +0000 2020,1214649877218709506,0,0,False,@timandsid Not even close bud
250,CheesyLeaf89,Tue Jan 07 20:45:51 +0000 2020,1214649368948527104,0,0,False,"@timandsid @tim_micallef let’s show the kids some beauties - Jagr scores on his side from the late 90s

https://t.co/ODE2PWLOTw"
251,sims_jw,Tue Jan 07 20:45:48 +0000 2020,1214649355975712769,0,0,False,@timandsid https://t.co/IqK9Sf55ps
252,SmileyYYC,Tue Jan 07 20:45:26 +0000 2020,1214649265022091264,2,0,False,@timandsid https://t.co/8SvtBP2OVn
253,jarrettreckse,Tue Jan 07 20:44:54 +0000 2020,1214649129411985408,0,0,False,@timandsid https://t.co/HBQt2Nhf7j
254,PoffAlex,Tue Jan 07 20:43:41 +0000 2020,1214648823299088385,1,0,False,@timandsid This was great but all you gotta do is search YouTube for the name  Bobby Orr and you're gonna be impressed!
255,KeriLKettle,Tue Jan 07 20:43:17 +0000 2020,1214648722690211840,8,0,False,"@timandsid Mario Lemieux faking the shot and letting the puck slide through his legs to Paul Kariya in the Gold Medal Game of the 2002 Olympics.
Biggest stage and he makes a play that nobody has seen before or since."
256,kristianhodge,Tue Jan 07 23:59:11 +0000 2020,1214698022841401344,1,0,False,"@KeriLKettle @timandsid I actually like another of his from that olympics where he fakes the pass to no one on a one on one, and then beats the goalie short side."
257,JusCuzUCan,Tue Jan 07 20:36:35 +0000 2020,1214647039193055232,0,0,False,@timandsid That Spezza/Souray goal from way back.
258,coreyrees91,Tue Jan 07 20:35:40 +0000 2020,1214646808527409154,0,0,False,"@timandsid Really?? 😂😂😂 and this isn’t because I’m a leafs fan but is that a serious question? It was a nice goal but really? Even saw someone talk about howbit was a beautiful display of stick handling, meanwhile anyone who’s ever played knows that was 90% skating and edge work"
259,TylerKowalski1,Tue Jan 07 20:34:04 +0000 2020,1214646403714039810,0,0,False,@timandsid Poor Rielly got victimized!! https://t.co/116zG1qe6e
260,MikeDov82997539,Tue Jan 07 20:33:53 +0000 2020,1214646360324001792,0,0,False,@timandsid He made a decent defensemen look like a fool. One flick of Reilly's stick and the play wouldn't have even happened. I say it's more of a bad play by Reilly than a great play by McDavid
261,DorianWasacase,Tue Jan 07 20:33:05 +0000 2020,1214646155482558464,0,0,False,@timandsid Sidney Crosby one hand top shelf against Buffalo
262,wittman98,Tue Jan 07 20:30:41 +0000 2020,1214645551901360133,0,0,False,"@timandsid This is the best.  McDavid probably has half of the top 10 ever scored.
As for Rielly, look at the bright side, he's on a highlight reel forever now"
263,GKouls,Tue Jan 07 20:30:01 +0000 2020,1214645383537803264,0,0,False,@timandsid Rick Nash goal vs Coyotes 2008
264,robscott44,Tue Jan 07 20:27:20 +0000 2020,1214644709714485252,0,0,False,@timandsid I thought Laine’s goal a couple of weeks back was better
265,chron_ike,Tue Jan 07 20:26:15 +0000 2020,1214644435302146054,0,0,False,@timandsid No
266,Z3_Family,Tue Jan 07 20:25:31 +0000 2020,1214644254762364929,0,0,False,@timandsid No! It is nice goal but let’s relax.
267,Chrispineapple2,Tue Jan 07 20:24:02 +0000 2020,1214643880802557953,0,0,False,@timandsid Only thing that would top that is the @timandsid show getting canceled
268,darrennjames89,Tue Jan 07 20:22:32 +0000 2020,1214643503587897345,0,0,False,"@timandsid Yes.  That is beyond anything you can teach, pure natural skill that is only seen by the very select few.  That’s the stuff of legends."
269,Mr_JJT,Tue Jan 07 20:21:24 +0000 2020,1214643218077245440,0,0,False,"@timandsid Can't find the video, but Gretzky undressing every player in the D zone before scoring.  A few more from him before the next group.  Then Coffey going end to end with 3 strides."
270,mjleafs,Tue Jan 07 20:20:04 +0000 2020,1214642879701954561,0,0,False,@timandsid Make or relax or Tim making something out of nothing 5 people are out to lunch the rest understand it’s an amazing goal relax
271,thebause11,Tue Jan 07 20:19:15 +0000 2020,1214642676441567233,0,0,False,@timandsid He went around a pylon and scored on a goalie who shouldn't even be in the league
272,G_Semerdjian,Tue Jan 07 20:18:09 +0000 2020,1214642398455881734,2,0,False,@timandsid This is better! ⬇️ https://t.co/0RdgDVZVHn
273,JoelSavvi,Tue Jan 07 20:17:32 +0000 2020,1214642242557640704,3,0,False,"@timandsid The between the legs goal with no room on Dallas last year was by far his most skilled goal. This was still beautiful, but wasnt as high of a skill play, as it more of a fake out move."
274,djbowie,Tue Jan 07 20:16:48 +0000 2020,1214642058637533184,1,0,False,@timandsid you can never go wrong with an Yzerman goal  https://t.co/9BwyFWndC0
