,title,year,url,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
1117,On the Banks of Plum Creek,1937,/wiki/On_the_Banks_of_Plum_Creek,169,99,"58
                                ·
                                (34.3%)",678,11
1118,Pecos Bill: The Greatest Cowboy of All Time,1937,/wiki/Pecos_Bill:_The_Greatest_Cowboy_of_All_Time,15,10,"13
                                ·
                                (86.7%)",65,0
1119,The Red Box,1937,/wiki/The_Red_Box,156,40,"122
                                ·
                                (78.2%)",1693,5
1120,The Red Pony,1937,/wiki/The_Red_Pony,774,447,"124
                                ·
                                (16%)",2007,164
1121,The Ten Teacups,1937,/wiki/The_Ten_Teacups,35,21,"24
                                ·
                                (68.6%)",406,0
1122,Their Eyes Were Watching God,1937,/wiki/Their_Eyes_Were_Watching_God,1107,609,"231
                                ·
                                (20.9%)",3710,231
1123,Thieves Like Us (novel),1937,/wiki/Thieves_Like_Us_(novel),33,26,"17
                                ·
                                (51.5%)",162,0
1124,The Third Bullet (novel),1937,/wiki/The_Third_Bullet_(novel),3,2,"3
                                ·
                                (100%)",49,0
1125,To Have and Have Not,1937,/wiki/To_Have_and_Have_Not,222,140,"64
                                ·
                                (28.8%)",721,18
1126,The Whispering Statue,1937,/wiki/The_Whispering_Statue,85,56,"32
                                ·
                                (37.6%)",909,8
1127,The White Stag,1937,/wiki/The_White_Stag,72,44,"37
                                ·
                                (51.4%)",698,3
1128,Anthem (novella),1938,/wiki/Anthem_(novella),1183,683,"193
                                ·
                                (16.3%)",2022,216
1129,Black Empire (novel),1938,/wiki/Black_Empire_(novel),53,34,"29
                                ·
                                (54.7%)",135,1
1130,Branded Outlaw,1938,/wiki/Branded_Outlaw,21,11,"19
                                ·
                                (90.5%)",284,3
1131,The Buccaneers,1938,/wiki/The_Buccaneers,121,75,"48
                                ·
                                (39.7%)",794,2
1132,The Crooked Hinge,1938,/wiki/The_Crooked_Hinge,53,35,"28
                                ·
                                (52.8%)",246,0
1133,The Cut Direct,1938,/wiki/The_Cut_Direct,22,12,"18
                                ·
                                (81.8%)",294,0
1134,Death from a Top Hat,1938,/wiki/Death_from_a_Top_Hat,44,28,"24
                                ·
                                (54.5%)",409,0
1135,Death in Five Boxes,1938,/wiki/Death_in_Five_Boxes,22,13,"16
                                ·
                                (72.7%)",485,0
1136,The Devil to Pay (Ellery Queen novel),1938,/wiki/The_Devil_to_Pay_(Ellery_Queen_novel),29,22,"17
                                ·
                                (58.6%)",329,0
1137,Dynasty of Death,1938,/wiki/Dynasty_of_Death,31,12,"28
                                ·
                                (90.3%)",220,2
1138,"For Us, The Living: A Comedy of Customs",1938,"/wiki/For_Us,_The_Living:_A_Comedy_of_Customs",241,120,"86
                                ·
                                (35.7%)",3011,3
1139,The Four of Hearts,1938,/wiki/The_Four_of_Hearts,26,15,"21
                                ·
                                (80.8%)",457,0
1140,Free Land (novel),1938,/wiki/Free_Land_(novel),42,28,"24
                                ·
                                (57.1%)",243,2
1141,Galactic Patrol (novel),1938,/wiki/Galactic_Patrol_(novel),63,43,"29
                                ·
                                (46%)",859,0
1142,The Gift (Nabokov novel),1938,/wiki/The_Gift_(Nabokov_novel),158,73,"86
                                ·
                                (54.4%)",2113,5
1143,The Gracie Allen Murder Case,1938,/wiki/The_Gracie_Allen_Murder_Case,52,33,"27
                                ·
                                (51.9%)",393,1
1144,Hello the Boat!,1938,/wiki/Hello_the_Boat!,15,11,"14
                                ·
                                (93.3%)",49,0
1145,Invitation to a Beheading,1938,/wiki/Invitation_to_a_Beheading,124,85,"43
                                ·
                                (34.7%)",1715,3
1146,The Judas Window,1938,/wiki/The_Judas_Window,53,27,"34
                                ·
                                (64.2%)",413,1
1147,The Long Haul (novel),1938,/wiki/The_Long_Haul_(novel),17,14,"13
                                ·
                                (76.5%)",77,2
1148,March to Quebec,1938,/wiki/March_to_Quebec,32,16,"26
                                ·
                                (81.2%)",187,0
1149,Mr. Moto Is So Sorry,1938,/wiki/Mr._Moto_Is_So_Sorry,22,19,"13
                                ·
                                (59.1%)",950,0
1150,Mr. Popper's Penguins,1938,/wiki/Mr._Popper%27s_Penguins,501,331,"76
                                ·
                                (15.2%)",791,117
1151,Murder at the New York World's Fair,1938,/wiki/Murder_at_the_New_York_World%27s_Fair,18,9,"15
                                ·
                                (83.3%)",253,0
1152,Nino (novel),1938,/wiki/Nino_(novel),12,8,"11
                                ·
                                (91.7%)",42,0
1153,Remember the End,1938,/wiki/Remember_the_End,17,9,"13
                                ·
                                (76.5%)",140,0
1154,Savage Range,1938,/wiki/Savage_Range,17,13,"14
                                ·
                                (82.4%)",93,0
1155,The Secret Warning,1938,/wiki/The_Secret_Warning,138,73,"58
                                ·
                                (42%)",805,54
1156,The Silver Princess in Oz,1938,/wiki/The_Silver_Princess_in_Oz,38,22,"26
                                ·
                                (68.4%)",203,1
1157,Tarzan and the Forbidden City,1938,/wiki/Tarzan_and_the_Forbidden_City,45,33,"21
                                ·
                                (46.7%)",203,2
1158,Thimble Summer,1938,/wiki/Thimble_Summer,48,32,"25
                                ·
                                (52.1%)",204,4
1159,To Wake the Dead,1938,/wiki/To_Wake_the_Dead,22,16,"16
                                ·
                                (72.7%)",422,1
1160,Too Many Cooks (novel),1938,/wiki/Too_Many_Cooks_(novel),177,64,"111
                                ·
                                (62.7%)",1843,11
1161,Torchlight to Valhalla,1938,/wiki/Torchlight_to_Valhalla,24,18,"16
                                ·
                                (66.7%)",705,1
1162,U.S.A. (trilogy),1938,/wiki/U.S.A._(trilogy),181,127,"46
                                ·
                                (25.4%)",676,6
1163,The Unvanquished,1938,/wiki/The_Unvanquished,85,60,"29
                                ·
                                (34.1%)",1496,5
1164,The Yearling,1938,/wiki/The_Yearling,461,272,"97
                                ·
                                (21%)",903,72
1165,Young Man with a Horn (novel),1938,/wiki/Young_Man_with_a_Horn_(novel),28,22,"16
                                ·
                                (57.1%)",167,4
1166,Adventures of a Young Man,1939,/wiki/Adventures_of_a_Young_Man,25,14,"21
                                ·
                                (84%)",176,0
1167,Almuric,1939,/wiki/Almuric,56,44,"21
                                ·
                                (37.5%)",1300,0
1168,As a Driven Leaf,1939,/wiki/As_a_Driven_Leaf,8,6,"7
                                ·
                                (87.5%)",117,0
1169,Ask the Dust,1939,/wiki/Ask_the_Dust,190,117,"54
                                ·
                                (28.4%)",1038,7
1170,The Big Sleep,1939,/wiki/The_Big_Sleep,531,351,"92
                                ·
                                (17.3%)",1666,36
1171,The Black Spectacles,1939,/wiki/The_Black_Spectacles,25,15,"19
                                ·
                                (76%)",272,0
1172,Boy with a Pack,1939,/wiki/Boy_with_a_Pack,16,10,"15
                                ·
                                (93.8%)",52,0
1173,By the Shores of Silver Lake,1939,/wiki/By_the_Shores_of_Silver_Lake,135,92,"42
                                ·
                                (31.1%)",1209,9
1174,Carson of Venus,1939,/wiki/Carson_of_Venus,55,31,"31
                                ·
                                (56.4%)",243,0
1175,Christ in Concrete,1939,/wiki/Christ_in_Concrete,58,25,"43
                                ·
                                (74.1%)",495,2
1176,The Clue of the Tapping Heels,1939,/wiki/The_Clue_of_the_Tapping_Heels,68,51,"27
                                ·
                                (39.7%)",527,4
1177,Cold Steal,1939,/wiki/Cold_Steal,20,11,"17
                                ·
                                (85%)",416,0
1178,The Day of the Locust,1939,/wiki/The_Day_of_the_Locust,386,222,"101
                                ·
                                (26.2%)",1546,10
1179,The Delectable Country,1939,/wiki/The_Delectable_Country,18,10,"14
                                ·
                                (77.8%)",69,0
1180,Detour (Goldsmith novel),1939,/wiki/Detour_(Goldsmith_novel),37,22,"25
                                ·
                                (67.6%)",167,3
1181,The Devil's Horns,1939,/wiki/The_Devil%27s_Horns,30,20,"20
                                ·
                                (66.7%)",232,0
1182,Dividend on Death,1939,/wiki/Dividend_on_Death,4,4,"4
                                ·
                                (100%)",89,0
1183,The Dragon's Teeth,1939,/wiki/The_Dragon%27s_Teeth,32,19,"21
                                ·
                                (65.6%)",352,0
1184,Drop to His Death,1939,/wiki/Drop_to_His_Death,20,12,"18
                                ·
                                (90%)",67,1
1185,The Enchanter,1939,/wiki/The_Enchanter,86,46,"49
                                ·
                                (57%)",793,0
1186,The Flaming Sword,1939,/wiki/The_Flaming_Sword,13,12,"10
                                ·
                                (76.9%)",329,1
1187,The Footprints on the Ceiling,1939,/wiki/The_Footprints_on_the_Ceiling,21,13,"16
                                ·
                                (76.2%)",245,0
1188,Freddy the Politician,1939,/wiki/Freddy_the_Politician,24,17,"15
                                ·
                                (62.5%)",1016,0
1189,Gadsby (novel),1939,/wiki/Gadsby_(novel),1089,365,"438
                                ·
                                (40.2%)",1439,140
1190,The Girl (novel),1939,/wiki/The_Girl_(novel),50,33,"26
                                ·
                                (52%)",319,3
1191,The Golden Master,1939,/wiki/The_Golden_Master,51,37,"23
                                ·
                                (45.1%)",414,1
1192,The Grapes of Wrath,1939,/wiki/The_Grapes_of_Wrath,2621,1525,"329
                                ·
                                (12.6%)",2467,589
1193,Gray Lensman,1939,/wiki/Gray_Lensman,59,40,"27
                                ·
                                (45.8%)",915,0
1194,"If I Forget Thee, Jerusalem",1939,"/wiki/If_I_Forget_Thee,_Jerusalem",81,65,"25
                                ·
                                (30.9%)",450,4
1195,Johnny Got His Gun,1939,/wiki/Johnny_Got_His_Gun,723,449,"125
                                ·
                                (17.3%)",1136,72
1196,"Justice, Inc.",1939,"/wiki/Justice,_Inc.",44,31,"22
                                ·
                                (50%)",308,1
1197,Kitty Foyle (novel),1939,/wiki/Kitty_Foyle_(novel),54,31,"32
                                ·
                                (59.3%)",548,1
1198,Lest Darkness Fall,1939,/wiki/Lest_Darkness_Fall,241,127,"92
                                ·
                                (38.2%)",1792,4
1199,Magical Melons,1939,/wiki/Magical_Melons,32,24,"17
                                ·
                                (53.1%)",60,3
1200,Minions of the Moon,1939,/wiki/Minions_of_the_Moon,24,13,"20
                                ·
                                (83.3%)",125,0
1201,Moment in Peking,1939,/wiki/Moment_in_Peking,150,97,"50
                                ·
                                (33.3%)",1703,0
1202,"Moses, Man of the Mountain",1939,"/wiki/Moses,_Man_of_the_Mountain",14,11,"11
                                ·
                                (78.6%)",90,0
1203,Mountain Cat,1939,/wiki/Mountain_Cat,53,22,"40
                                ·
                                (75.5%)",343,3
1204,Night Rider (novel),1939,/wiki/Night_Rider_(novel),23,14,"19
                                ·
                                (82.6%)",58,0
1205,None but Lucifer,1939,/wiki/None_but_Lucifer,45,25,"28
                                ·
                                (62.2%)",269,1
1206,Ozoplaning with the Wizard of Oz,1939,/wiki/Ozoplaning_with_the_Wizard_of_Oz,68,33,"45
                                ·
                                (66.2%)",903,1
1207,Pal Joey (novel),1939,/wiki/Pal_Joey_(novel),130,57,"82
                                ·
                                (63.1%)",230,4
1208,The Problem of the Wire Cage,1939,/wiki/The_Problem_of_the_Wire_Cage,28,18,"20
                                ·
                                (71.4%)",215,1
1209,The Reader is Warned,1939,/wiki/The_Reader_is_Warned,24,15,"19
                                ·
                                (79.2%)",138,1
1210,The Singing Tree,1939,/wiki/The_Singing_Tree,41,32,"19
                                ·
                                (46.3%)",706,3
1211,The Sky Walker,1939,/wiki/The_Sky_Walker,40,24,"24
                                ·
                                (60%)",226,1
1212,Some Buried Caesar,1939,/wiki/Some_Buried_Caesar,127,49,"85
                                ·
                                (66.9%)",1476,5
1213,Tropic of Capricorn (novel),1939,/wiki/Tropic_of_Capricorn_(novel),141,104,"37
                                ·
                                (26.2%)",720,4
1214,Tryst (novel),1939,/wiki/Tryst_(novel),29,20,"18
                                ·
                                (62.1%)",153,0
1215,The Twisted Claw,1939,/wiki/The_Twisted_Claw,128,66,"61
                                ·
                                (47.7%)",3514,38
1216,Uncle Fred in the Springtime,1939,/wiki/Uncle_Fred_in_the_Springtime,56,39,"26
                                ·
                                (46.4%)",864,3
1217,The Web and the Rock,1939,/wiki/The_Web_and_the_Rock,28,14,"22
                                ·
                                (78.6%)",689,0
1218,The Winter Murder Case,1939,/wiki/The_Winter_Murder_Case,40,22,"25
                                ·
                                (62.5%)",190,0
1219,The Yellow Hoard,1939,/wiki/The_Yellow_Hoard,30,19,"20
                                ·
                                (66.7%)",229,1
1220,And So to Murder,1940,/wiki/And_So_to_Murder,26,18,"18
                                ·
                                (69.2%)",231,1
1221,Bad for Business,1940,/wiki/Bad_for_Business,52,24,"38
                                ·
                                (73.1%)",535,1
1222,Betsy-Tacy (novel),1940,/wiki/Betsy-Tacy_(novel),45,34,"21
                                ·
                                (46.7%)",548,0
1223,The Blood Ring,1940,/wiki/The_Blood_Ring,27,22,"14
                                ·
                                (51.9%)",226,0
1224,Blue Willow,1940,/wiki/Blue_Willow,51,23,"38
                                ·
                                (74.5%)",795,3
1225,The Bride Wore Black (novel),1940,/wiki/The_Bride_Wore_Black_(novel),47,28,"28
                                ·
                                (59.6%)",834,3
1226,Call It Courage,1940,/wiki/Call_It_Courage,411,242,"78
                                ·
                                (19%)",494,89
1227,The Disappearing Floor,1940,/wiki/The_Disappearing_Floor,132,69,"52
                                ·
                                (39.4%)",669,33
1228,"Farewell, My Lovely",1940,"/wiki/Farewell,_My_Lovely",317,169,"117
                                ·
                                (36.9%)",1486,14
1229,Fear (Hubbard novella),1940,/wiki/Fear_(Hubbard_novella),120,73,"53
                                ·
                                (44.2%)",436,11
1230,The Flame Breathers,1940,/wiki/The_Flame_Breathers,29,19,"16
                                ·
                                (55.2%)",248,0
1231,For Whom the Bell Tolls,1940,/wiki/For_Whom_the_Bell_Tolls,1155,689,"172
                                ·
                                (14.9%)",2559,117
1232,The Frosted Death,1940,/wiki/The_Frosted_Death,33,23,"20
                                ·
                                (60.6%)",224,0
1233,The Glass Mountain (pulp),1940,/wiki/The_Glass_Mountain_(pulp),41,27,"24
                                ·
                                (58.5%)",225,0
1234,Hamlet Had an Uncle,1940,/wiki/Hamlet_Had_an_Uncle,43,26,"27
                                ·
                                (62.8%)",100,2
1235,The Hamlet,1940,/wiki/The_Hamlet,113,73,"38
                                ·
                                (33.6%)",2242,5
1236,The Hangman's Whip,1940,/wiki/The_Hangman%27s_Whip,5,2,"5
                                ·
                                (100%)",166,0
1237,The Headless Lady,1940,/wiki/The_Headless_Lady,16,9,"13
                                ·
                                (81.2%)",236,0
1238,The Heart Is a Lonely Hunter,1940,/wiki/The_Heart_Is_a_Lonely_Hunter,335,196,"83
                                ·
                                (24.8%)",418,35
1239,If I Were You (Hubbard novel),1940,/wiki/If_I_Were_You_(Hubbard_novel),15,8,"13
                                ·
                                (86.7%)",272,0
1240,The Iron Duke (novel),1940,/wiki/The_Iron_Duke_(novel),17,11,"16
                                ·
                                (94.1%)",248,0
1241,Lassie Come-Home,1940,/wiki/Lassie_Come-Home,99,46,"58
                                ·
                                (58.6%)",227,3
1242,The Left Leg,1940,/wiki/The_Left_Leg,16,10,"13
                                ·
                                (81.2%)",335,0
1243,The Long Winter (novel),1940,/wiki/The_Long_Winter_(novel),156,103,"51
                                ·
                                (32.7%)",915,8
1244,The Man Who Could Not Shudder,1940,/wiki/The_Man_Who_Could_Not_Shudder,19,12,"16
                                ·
                                (84.2%)",293,1
1245,Murder in the Submarine Zone,1940,/wiki/Murder_in_the_Submarine_Zone,22,13,"19
                                ·
                                (86.4%)",164,0
1246,Murder on Wheels,1940,/wiki/Murder_on_Wheels,27,22,"14
                                ·
                                (51.9%)",194,0
1247,The Mystery of the Brass Bound Trunk,1940,/wiki/The_Mystery_of_the_Brass_Bound_Trunk,102,65,"33
                                ·
                                (32.4%)",321,7
1248,Native Son,1940,/wiki/Native_Son,741,469,"104
                                ·
                                (14%)",5677,92
1249,Over My Dead Body (novel),1940,/wiki/Over_My_Dead_Body_(novel),126,33,"103
                                ·
                                (81.7%)",1442,6
1250,The Ox-Bow Incident (novel),1940,/wiki/The_Ox-Bow_Incident_(novel),85,55,"38
                                ·
                                (44.7%)",766,5
1251,Paris France (novel),1940,/wiki/Paris_France_(novel),62,30,"41
                                ·
                                (66.1%)",825,1
1252,Portrait of Jennie (novella),1940,/wiki/Portrait_of_Jennie_(novella),29,17,"21
                                ·
                                (72.4%)",197,0
1253,The Private Practice of Michael Shayne,1940,/wiki/The_Private_Practice_of_Michael_Shayne,9,7,"8
                                ·
                                (88.9%)",73,0
1254,River of Earth,1940,/wiki/River_of_Earth,31,17,"23
                                ·
                                (74.2%)",222,0
1255,River of Ice,1940,/wiki/River_of_Ice,26,21,"15
                                ·
                                (57.7%)",251,0
1256,Sapphira and the Slave Girl,1940,/wiki/Sapphira_and_the_Slave_Girl,57,26,"39
                                ·
                                (68.4%)",267,2
1257,Slan,1940,/wiki/Slan,166,108,"53
                                ·
                                (31.9%)",741,8
1258,The Smiling Dogs,1940,/wiki/The_Smiling_Dogs,32,25,"16
                                ·
                                (50%)",221,2
1259,The Snow Goose: A Story of Dunkirk,1940,/wiki/The_Snow_Goose:_A_Story_of_Dunkirk,231,155,"51
                                ·
                                (22.1%)",580,21
1260,Stockholders in Death,1940,/wiki/Stockholders_in_Death,31,24,"16
                                ·
                                (51.6%)",226,1
1261,Synthetic Men of Mars,1940,/wiki/Synthetic_Men_of_Mars,55,38,"25
                                ·
                                (45.5%)",522,0
1262,The Trees (novel),1940,/wiki/The_Trees_(novel),99,41,"63
                                ·
                                (63.6%)",1070,0
1263,Tuned for Murder,1940,/wiki/Tuned_for_Murder,27,18,"17
                                ·
                                (63%)",235,0
1264,Typewriter in the Sky,1940,/wiki/Typewriter_in_the_Sky,282,63,"223
                                ·
                                (79.1%)",3360,7
1265,Where There's a Will (novel),1940,/wiki/Where_There%27s_a_Will_(novel),99,33,"74
                                ·
                                (74.7%)",1024,2
1266,The Wonder City of Oz,1940,/wiki/The_Wonder_City_of_Oz,51,33,"28
                                ·
                                (54.9%)",704,3
1267,World's End (Sinclair novel),1940,/wiki/World%27s_End_(Sinclair_novel),43,27,"25
                                ·
                                (58.1%)",207,1
1268,You Can't Go Home Again,1940,/wiki/You_Can%27t_Go_Home_Again,157,117,"29
                                ·
                                (18.5%)",510,9
1269,Young Mac of Fort Vancouver,1940,/wiki/Young_Mac_of_Fort_Vancouver,26,17,"19
                                ·
                                (73.1%)",49,0
1270,Betsy-Tacy and Tib,1941,/wiki/Betsy-Tacy_and_Tib,21,15,"16
                                ·
                                (76.2%)",38,0
1271,Between Two Worlds (novel),1941,/wiki/Between_Two_Worlds_(novel),31,19,"22
                                ·
                                (71%)",137,0
1272,The Black Curtain,1941,/wiki/The_Black_Curtain,37,26,"21
                                ·
                                (56.8%)",83,0
1273,The Black Stallion,1941,/wiki/The_Black_Stallion,390,207,"116
                                ·
                                (29.7%)",1597,65
1274,Blood on the Forge,1941,/wiki/Blood_on_the_Forge,368,54,"286
                                ·
                                (77.7%)",4410,3
1275,The Broken Vase,1941,/wiki/The_Broken_Vase,32,18,"24
                                ·
                                (75%)",762,0
1276,The Case of the Constant Suicides,1941,/wiki/The_Case_of_the_Constant_Suicides,57,39,"25
                                ·
                                (43.9%)",202,1
1277,China Sky,1941,/wiki/China_Sky,30,21,"18
                                ·
                                (60%)",887,0
1278,The Colossus of Maroussi,1941,/wiki/The_Colossus_of_Maroussi,101,28,"82
                                ·
                                (81.2%)",325,0
1279,Danger in the Dark,1941,/wiki/Danger_in_the_Dark,4,3,"4
                                ·
                                (100%)",51,0
1280,Death Turns the Tables,1941,/wiki/Death_Turns_the_Tables,22,14,"16
                                ·
                                (72.7%)",224,0
1281,Delilah (novel),1941,/wiki/Delilah_(novel),31,22,"19
                                ·
                                (61.3%)",227,0
1282,Down Ryton Water,1941,/wiki/Down_Ryton_Water,19,10,"18
                                ·
                                (94.7%)",53,0
1283,Elsewhen,1941,/wiki/Elsewhen,46,34,"22
                                ·
                                (47.8%)",149,0
1284,Freddy and the Ignormus,1941,/wiki/Freddy_and_the_Ignormus,30,21,"18
                                ·
                                (60%)",944,0
1285,The G-String Murders,1941,/wiki/The_G-String_Murders,82,51,"37
                                ·
                                (45.1%)",415,1
1286,Genus Homo (novel),1941,/wiki/Genus_Homo_(novel),47,33,"23
                                ·
                                (48.9%)",284,0
1287,"Haym Salomon, Son of Liberty",1941,"/wiki/Haym_Salomon,_Son_of_Liberty",19,11,"18
                                ·
                                (94.7%)",33,1
1288,The Hills Beyond,1941,/wiki/The_Hills_Beyond,2,???,"2
                                ·
                                (100%)",165,0
1289,The Hollow Chest,1941,/wiki/The_Hollow_Chest,20,11,"17
                                ·
                                (85%)",326,0
1290,Ida: A Novel,1941,/wiki/Ida:_A_Novel,55,12,"53
                                ·
                                (96.4%)",381,1
1291,In This Our Life (novel),1941,/wiki/In_This_Our_Life_(novel),38,25,"23
                                ·
                                (60.5%)",145,0
1292,Indian Captive: The Story of Mary Jemison,1941,/wiki/Indian_Captive:_The_Story_of_Mary_Jemison,68,51,"25
                                ·
                                (36.8%)",280,10
1293,Little Town on the Prairie,1941,/wiki/Little_Town_on_the_Prairie,121,84,"36
                                ·
                                (29.8%)",1565,9
1294,The Last Tycoon,1941,/wiki/The_Last_Tycoon,271,187,"48
                                ·
                                (17.7%)",1068,14
1295,Marihuana (novel),1941,/wiki/Marihuana_(novel),26,22,"13
                                ·
                                (50%)",931,1
1296,The Matchlock Gun,1941,/wiki/The_Matchlock_Gun,67,48,"26
                                ·
                                (38.8%)",447,6
1297,Methuselah's Children,1941,/wiki/Methuselah%27s_Children,190,123,"50
                                ·
                                (26.3%)",777,4
1298,Mildred Pierce,1941,/wiki/Mildred_Pierce,359,228,"75
                                ·
                                (20.9%)",999,22
1299,The Moffats,1941,/wiki/The_Moffats,73,34,"49
                                ·
                                (67.1%)",756,4
1300,My Friend Flicka,1941,/wiki/My_Friend_Flicka,191,121,"48
                                ·
                                (25.1%)",651,22
1301,My Theodosia,1941,/wiki/My_Theodosia,39,21,"27
                                ·
                                (69.2%)",347,1
1302,The Mystery at the Moss-Covered Mansion,1941,/wiki/The_Mystery_at_the_Moss-Covered_Mansion,76,54,"27
                                ·
                                (35.5%)",467,7
1303,The Mystery of the Flying Express,1941,/wiki/The_Mystery_of_the_Flying_Express,120,61,"57
                                ·
                                (47.5%)",191,44
1304,Orphans of the Sky,1941,/wiki/Orphans_of_the_Sky,214,120,"79
                                ·
                                (36.9%)",1134,7
1305,Out of This Furnace,1941,/wiki/Out_of_This_Furnace,278,145,"86
                                ·
                                (30.9%)",352,19
1306,The Real Life of Sebastian Knight,1941,/wiki/The_Real_Life_of_Sebastian_Knight,218,78,"142
                                ·
                                (65.1%)",1046,5
1307,Reflections in a Golden Eye (novel),1941,/wiki/Reflections_in_a_Golden_Eye_(novel),120,66,"58
                                ·
                                (48.3%)",497,6
1308,Saratoga Trunk (novel),1941,/wiki/Saratoga_Trunk_(novel),28,11,"25
                                ·
                                (89.3%)",59,0
1309,The Saturdays (novel),1941,/wiki/The_Saturdays_(novel),59,33,"36
                                ·
                                (61%)",378,3
1310,The Scalawagons of Oz,1941,/wiki/The_Scalawagons_of_Oz,49,34,"25
                                ·
                                (51%)",818,2
1311,Second Stage Lensmen,1941,/wiki/Second_Stage_Lensmen,52,37,"23
                                ·
                                (44.2%)",1444,0
1312,Seeing is Believing (novel),1941,/wiki/Seeing_is_Believing_(novel),22,14,"18
                                ·
                                (81.8%)",201,1
1313,The Song of Bernadette (novel),1941,/wiki/The_Song_of_Bernadette_(novel),108,53,"53
                                ·
                                (49.1%)",2019,0
1314,Speak No Evil (novel),1941,/wiki/Speak_No_Evil_(novel),13,5,"12
                                ·
                                (92.3%)",260,0
1315,Storm (novel),1941,/wiki/Storm_(novel),64,39,"34
                                ·
                                (53.1%)",366,0
1316,What Makes Sammy Run?,1941,/wiki/What_Makes_Sammy_Run%3F,150,88,"57
                                ·
                                (38%)",1231,6
1317,The Wife of Martin Guerre,1941,/wiki/The_Wife_of_Martin_Guerre,84,54,"32
                                ·
                                (38.1%)",267,13
1318,With This Ring (1941 novel),1941,/wiki/With_This_Ring_(1941_novel),8,5,"7
                                ·
                                (87.5%)",83,0
1319,The Adventures of Superman (novel),1942,/wiki/The_Adventures_of_Superman_(novel),45,36,"19
                                ·
                                (42.2%)",201,1
1320,And Now Tomorrow,1942,/wiki/And_Now_Tomorrow,76,49,"36
                                ·
                                (47.4%)",991,0
1321,Betsy and Tacy Go Over the Big Hill,1942,/wiki/Betsy_and_Tacy_Go_Over_the_Big_Hill,27,19,"18
                                ·
                                (66.7%)",108,0
1322,Beyond the Farthest Star (novel),1942,/wiki/Beyond_the_Farthest_Star_(novel),47,32,"25
                                ·
                                (53.2%)",198,2
1323,Beyond This Horizon,1942,/wiki/Beyond_This_Horizon,132,83,"47
                                ·
                                (35.6%)",581,0
1324,Calamity Town,1942,/wiki/Calamity_Town,32,19,"22
                                ·
                                (68.8%)",622,0
1325,The Clue of the Broken Blade,1942,/wiki/The_Clue_of_the_Broken_Blade,86,48,"40
                                ·
                                (46.5%)",189,18
1326,The Company She Keeps (novel),1942,/wiki/The_Company_She_Keeps_(novel),21,9,"19
                                ·
                                (90.5%)",1249,0
1327,The Day Must Dawn,1942,/wiki/The_Day_Must_Dawn,32,13,"28
                                ·
                                (87.5%)",103,0
1328,Donovan's Brain,1942,/wiki/Donovan%27s_Brain,149,105,"37
                                ·
                                (24.8%)",519,4
1329,Dragon Seed (novel),1942,/wiki/Dragon_Seed_(novel),22,16,"16
                                ·
                                (72.7%)",192,1
1330,Dragon's Teeth (novel),1942,/wiki/Dragon%27s_Teeth_(novel),62,44,"25
                                ·
                                (40.3%)",627,2
1331,The Emperor's Snuff-Box,1942,/wiki/The_Emperor%27s_Snuff-Box,33,24,"18
                                ·
                                (54.5%)",138,1
1332,The Four-Story Mistake,1942,/wiki/The_Four-Story_Mistake,32,17,"25
                                ·
                                (78.1%)",307,0
1333,Freddy and the Perilous Adventure,1942,/wiki/Freddy_and_the_Perilous_Adventure,20,15,"15
                                ·
                                (75%)",686,0
1334,The Gates of Aulis,1942,/wiki/The_Gates_of_Aulis,20,11,"14
                                ·
                                (70%)",44,0
1335,The Giant Joshua,1942,/wiki/The_Giant_Joshua,60,23,"47
                                ·
                                (78.3%)",1955,0
1336,The Gilded Man,1942,/wiki/The_Gilded_Man,20,13,"17
                                ·
                                (85%)",224,1
1337,The Harvey Girls (novel),1942,/wiki/The_Harvey_Girls_(novel),25,21,"14
                                ·
                                (56%)",28,0
1338,The High Window,1942,/wiki/The_High_Window,96,62,"33
                                ·
                                (34.4%)",905,2
1339,Islandia (novel),1942,/wiki/Islandia_(novel),161,77,"78
                                ·
                                (48.4%)",1014,4
1340,The Just and the Unjust,1942,/wiki/The_Just_and_the_Unjust,92,20,"80
                                ·
                                (87%)",497,0
1341,Land of Unreason,1942,/wiki/Land_of_Unreason,46,24,"31
                                ·
                                (67.4%)",449,0
1342,Lucky Bucky in Oz,1942,/wiki/Lucky_Bucky_in_Oz,35,27,"18
                                ·
                                (51.4%)",97,2
1343,Meet Me in St. Louis (novel),1942,/wiki/Meet_Me_in_St._Louis_(novel),27,17,"20
                                ·
                                (74.1%)",118,0
1344,The Middle Moffat,1942,/wiki/The_Middle_Moffat,45,22,"33
                                ·
                                (73.3%)",381,3
1345,The Moon Is Down,1942,/wiki/The_Moon_Is_Down,558,367,"62
                                ·
                                (11.1%)",859,80
1346,No Coffin for the Corpse,1942,/wiki/No_Coffin_for_the_Corpse,21,11,"18
                                ·
                                (85.7%)",297,0
1347,Now and on Earth,1942,/wiki/Now_and_on_Earth,38,27,"21
                                ·
                                (55.3%)",78,0
1348,Phantom Lady (novel),1942,/wiki/Phantom_Lady_(novel),37,27,"19
                                ·
                                (51.4%)",96,0
1349,The Quest of the Missing Map,1942,/wiki/The_Quest_of_the_Missing_Map,68,45,"27
                                ·
                                (39.7%)",126,4
